amount,merchant,country,card_last4,is_fraud
6.44,utilities,US,0684,0
12594.43,luxury-goods,IR,3441,1
361.61,streaming,US,8397,0
75.23,utilities,JP,3183,0
269.05,utilities,JP,8992,0
220.77,streaming,DE,4107,0
290.78,ride-share,AU,5851,0
262.88,grocery,US,1143,0
128.48,ride-share,US,5008,0
62.65,utilities,US,5182,0
69.12,streaming,US,3629,0
257.05,streaming,JP,2200,0
133.96,ride-share,CA,5877,0
195.81,grocery,US,9938,0
113.69,coffee-shop,JP,3218,0
354.76,grocery,DE,0305,0
253.39,utilities,GB,9667,0
16.59,streaming,GB,8842,0
310.53,streaming,US,9660,0
117.82,ride-share,CA,1483,0
201.86,pharmacy,US,2717,0
57.87,coffee-shop,US,9270,0
387.16,pharmacy,DE,5878,0
7708.0,crypto-exchange,IR,3834,1
1367.03,crypto-exchange,DE,7695,1
352.86,grocery,AU,5309,0
387.44,pharmacy,JP,4314,0
228.92,ride-share,DE,5985,0
359.49,grocery,CA,6165,0
90.71,ride-share,US,5653,0
193.88,utilities,US,2276,0
93.54,utilities,DE,3465,0
64.63,utilities,DE,1938,0
167.02,streaming,DE,7889,0
192.65,utilities,US,6732,0
5092.7,streaming,CA,8399,1
281.39,crypto-exchange,CA,8464,1
240.54,utilities,GB,4644,0
88.2,utilities,AU,7891,0
332.48,utilities,US,9546,0
74.39,pharmacy,CA,2747,0
138.38,ride-share,GB,1127,0
155.41,grocery,US,8564,0
202.74,ride-share,JP,9920,0
191.4,utilities,GB,8706,0
48.77,ride-share,DE,9887,0
2.48,pharmacy,DE,8553,0
350.18,pharmacy,GB,3759,0
193.89,ride-share,US,9439,0
55.29,ride-share,FR,1373,0
350.95,ride-share,US,0089,0
316.19,utilities,GB,8515,0
1766.25,crypto-exchange,DE,5935,1
171.58,utilities,US,8783,0
147.53,streaming,AU,6511,0
166.46,utilities,CA,6065,0
194.54,streaming,GB,6522,0
342.29,pharmacy,US,3764,0
280.33,coffee-shop,US,8328,0
136.7,utilities,GB,0852,0
385.9,grocery,FR,2381,0
240.9,grocery,US,3633,0
244.39,pharmacy,US,6564,0
209.36,pharmacy,AU,0941,0
328.45,pharmacy,CA,0175,0
263.44,utilities,US,0550,0
205.2,pharmacy,US,2776,0
145.18,pharmacy,US,2579,0
111.82,ride-share,US,6474,0
81.72,grocery,DE,1124,0
220.74,pharmacy,JP,9550,0
385.39,streaming,US,3187,0
162.77,grocery,US,6670,0
224.34,utilities,US,1917,0
382.77,utilities,FR,9419,0
178.22,ride-share,GB,3985,0
384.57,ride-share,DE,9614,0
193.82,streaming,US,3610,0
93.51,streaming,CA,5785,0
5.87,streaming,US,1523,0
300.02,streaming,US,2924,0
142.71,utilities,US,3115,0
81.47,pharmacy,US,4348,0
82.7,coffee-shop,JP,5833,0
44.46,grocery,DE,8071,0
306.17,utilities,AU,7901,0
127.54,utilities,JP,8041,0
306.18,utilities,US,3638,0
53.04,utilities,FR,7836,0
14.96,streaming,US,2863,0
49.91,utilities,CA,0137,0
1041.66,luxury-goods,GB,5924,1
105.36,utilities,US,4413,0
246.01,streaming,US,6945,0
280.88,streaming,US,6563,0
73.6,coffee-shop,AU,3744,0
288.88,coffee-shop,GB,6240,0
320.41,pharmacy,US,0159,0
200.84,pharmacy,CA,5172,0
121.41,utilities,JP,0781,0
276.84,grocery,US,4166,0
252.69,ride-share,FR,4256,0
225.02,streaming,US,6746,0
347.21,utilities,US,9435,0
216.3,streaming,US,8363,0
295.14,grocery,US,4694,0
382.72,coffee-shop,DE,5527,0
245.7,ride-share,JP,1168,0
404.07,streaming,IR,4382,1
159.39,ride-share,FR,5950,0
209.33,ride-share,CA,3012,0
51.77,coffee-shop,DE,1311,0
160.02,grocery,US,7752,0
12.49,ride-share,GB,1363,0
248.0,grocery,DE,6387,0
100.46,streaming,CA,2071,0
335.73,grocery,US,5846,0
131.43,ride-share,CA,8856,0
220.32,coffee-shop,AU,8835,0
239.84,pharmacy,FR,9240,0
256.64,utilities,US,5688,0
92.4,grocery,CA,5992,0
63.98,grocery,US,2233,0
188.74,grocery,DE,8059,0
191.87,grocery,FR,4799,0
319.11,utilities,US,6745,0
175.97,coffee-shop,US,6385,0
89.8,grocery,CA,3924,0
320.38,utilities,FR,4454,0
297.68,streaming,CA,1121,0
117.26,pharmacy,CA,7418,0
249.86,coffee-shop,US,2492,0
5951.88,coffee-shop,GB,4410,1
176.49,grocery,US,2468,0
953.5,crypto-exchange,AU,8165,1
186.55,grocery,US,2393,0
5142.16,crypto-exchange,NK,3148,1
101.53,ride-share,JP,1998,0
286.44,ride-share,FR,7257,0
397.83,coffee-shop,CA,1539,0
392.88,ride-share,US,5113,0
65.13,pharmacy,US,9004,0
102.82,pharmacy,US,5905,0
345.74,coffee-shop,AU,3866,0
131.16,coffee-shop,FR,9579,0
316.08,grocery,AU,9520,0
191.16,utilities,US,1466,0
200.97,pharmacy,GB,0983,0
1798.12,luxury-goods,CA,7992,1
392.71,pharmacy,FR,7187,0
10.5,ride-share,US,2207,0
17.72,pharmacy,CA,4828,0
197.06,utilities,US,5696,0
188.42,utilities,AU,9085,0
213.39,ride-share,US,4314,0
182.72,pharmacy,CA,3039,0
248.65,streaming,FR,3912,0
27.21,utilities,FR,3110,0
200.02,utilities,US,4638,0
257.08,grocery,US,1092,0
569.8,luxury-goods,CA,1753,1
41.3,utilities,DE,6366,0
211.28,pharmacy,GB,0804,0
243.17,grocery,US,3419,0
371.5,grocery,CA,0994,0
297.9,ride-share,JP,0955,0
107.79,grocery,DE,4979,0
2407.38,luxury-goods,US,3784,1
77.41,utilities,DE,9339,0
73.2,pharmacy,GB,1728,0
231.47,pharmacy,CA,6997,0
68.39,coffee-shop,GB,8268,0
64.95,utilities,CA,5772,0
220.93,streaming,JP,6755,0
173.37,pharmacy,US,3943,0
87.14,utilities,AU,4162,0
182.06,ride-share,US,0567,0
239.11,utilities,US,4945,0
654.83,crypto-exchange,US,4521,1
205.49,utilities,AU,2534,0
185.23,coffee-shop,US,6014,0
101.44,streaming,FR,1505,0
228.49,coffee-shop,DE,5319,0
70.82,pharmacy,DE,1562,0
121.56,pharmacy,FR,6251,0
16843.7,pharmacy,GB,7115,1
347.4,coffee-shop,FR,9868,0
254.29,pharmacy,US,4993,0
129.09,utilities,US,8231,0
62.97,pharmacy,DE,6436,0
301.63,utilities,CA,3638,0
314.97,coffee-shop,US,1352,0
298.64,utilities,US,1393,0
174.93,pharmacy,US,2209,0
80.85,ride-share,DE,3212,0
398.84,utilities,US,1173,0
173.17,pharmacy,AU,1467,0
166.61,streaming,US,5254,0
262.85,streaming,US,5729,0
396.08,ride-share,GB,7216,0
619.26,crypto-exchange,CA,1405,1
23.71,utilities,AU,4713,0
7715.75,crypto-exchange,US,5437,1
216.13,coffee-shop,GB,4237,0
249.97,coffee-shop,DE,0301,0
362.6,utilities,US,2790,0
2004.59,gift-cards,GB,0869,1
378.18,grocery,US,4445,0
365.32,streaming,JP,0312,0
353.59,ride-share,US,6237,0
284.46,streaming,CA,9782,0
76.19,utilities,AU,9186,0
10.55,coffee-shop,AU,4995,0
158.57,coffee-shop,US,5765,0
122.33,utilities,US,1015,0
351.71,grocery,AU,4590,0
138.03,ride-share,DE,1438,0
209.25,pharmacy,GB,3726,0
230.01,ride-share,AU,9918,0
217.81,coffee-shop,DE,9519,0
320.44,coffee-shop,US,8582,0
173.17,coffee-shop,DE,9254,0
128.36,utilities,GB,1939,0
336.13,coffee-shop,DE,5221,0
166.79,ride-share,US,4485,0
76.8,coffee-shop,US,4372,0
245.72,utilities,US,0427,0
275.88,ride-share,US,9907,0
260.53,coffee-shop,JP,8051,0
67.19,coffee-shop,US,0245,0
380.18,coffee-shop,FR,3323,0
28.32,ride-share,JP,8027,0
346.98,coffee-shop,CA,0685,0
330.08,pharmacy,US,9370,0
211.04,pharmacy,FR,8530,0
183.85,grocery,JP,4025,0
159.45,pharmacy,US,6347,0
253.0,grocery,US,7201,0
123.21,streaming,CA,6921,0
367.78,pharmacy,CA,2330,0
259.15,grocery,DE,1854,0
235.01,pharmacy,GB,6440,0
181.45,coffee-shop,CA,3308,0
37.89,streaming,DE,2686,0
51.17,grocery,DE,5946,0
283.5,pharmacy,FR,8383,0
65.64,utilities,US,2799,0
227.07,pharmacy,JP,2656,0
73.19,pharmacy,US,5047,0
307.91,ride-share,US,2960,0
54.37,coffee-shop,US,4146,0
17686.58,gift-cards,NK,9961,1
96.68,utilities,DE,7434,0
33.6,utilities,US,8967,0
252.2,coffee-shop,US,2429,0
132.14,grocery,IR,5424,1
21.51,ride-share,AU,2643,0
245.21,pharmacy,DE,9376,0
72.61,ride-share,FR,5901,0
39.06,streaming,US,6208,0
303.86,utilities,US,7713,0
278.46,streaming,US,6779,0
278.94,utilities,US,9361,0
252.33,grocery,CA,9908,0
394.54,streaming,CA,5185,0
230.91,utilities,US,2125,0
199.57,pharmacy,GB,8069,0
353.7,coffee-shop,DE,3171,0
10080.31,coffee-shop,JP,3396,1
399.6,ride-share,US,5728,0
255.73,grocery,DE,4614,0
29.0,streaming,CA,5307,0
47.31,streaming,US,9321,0
13.59,coffee-shop,US,5536,0
192.69,ride-share,FR,2224,0
251.63,utilities,JP,7577,0
166.75,pharmacy,US,8537,0
290.54,streaming,GB,0306,0
274.83,streaming,US,2446,0
14.41,ride-share,GB,2719,0
157.05,utilities,US,5050,0
127.17,grocery,US,1422,0
96.58,ride-share,JP,4958,0
122.32,grocery,US,0612,0
365.51,ride-share,CA,7907,0
63.32,streaming,AU,8579,0
132.28,grocery,JP,8456,0
54.82,pharmacy,US,6350,0
209.89,grocery,US,0721,0
238.53,grocery,US,0755,0
306.94,pharmacy,US,9462,0
256.26,coffee-shop,US,3154,0
213.85,ride-share,DE,4467,0
110.91,grocery,AU,9168,0
84.22,streaming,GB,4440,0
282.33,streaming,GB,2806,0
847.62,grocery,NK,0475,1
270.85,grocery,US,1410,0
73.24,utilities,JP,7304,0
126.35,coffee-shop,DE,8740,0
13084.63,luxury-goods,IR,1593,1
274.42,pharmacy,FR,7709,0
91.07,utilities,US,5954,0
280.45,pharmacy,US,5320,0
14.05,ride-share,US,7842,0
69.98,streaming,GB,2087,0
163.46,pharmacy,FR,5339,0
30.23,streaming,GB,6566,0
96.95,coffee-shop,GB,7903,0
137.6,pharmacy,GB,7132,0
138.2,pharmacy,US,1276,0
285.34,ride-share,US,9766,0
222.92,ride-share,US,6648,0
13345.53,luxury-goods,GB,8098,1
26.47,coffee-shop,FR,9515,0
255.18,grocery,FR,2444,0
118.02,utilities,GB,3205,0
351.22,streaming,GB,4989,0
374.8,pharmacy,AU,5640,0
233.93,utilities,AU,6622,0
341.3,grocery,US,8992,0
2.34,utilities,JP,5885,0
114.32,grocery,US,9669,0
128.61,ride-share,CA,7130,0
265.67,ride-share,US,9100,0
369.94,ride-share,US,2056,0
30.55,grocery,US,7974,0
390.04,coffee-shop,US,6813,0
357.65,pharmacy,GB,6974,0
182.85,ride-share,GB,7373,0
91.84,ride-share,GB,9468,0
292.9,pharmacy,CA,6731,0
231.39,grocery,AU,9308,0
148.69,utilities,CA,1311,0
293.05,streaming,CA,1281,0
244.81,coffee-shop,CA,1279,0
216.6,utilities,US,0864,0
214.94,grocery,CA,8399,0
230.44,streaming,CA,4827,0
16.06,utilities,FR,9235,0
252.46,utilities,US,0845,0
118.12,pharmacy,GB,4699,0
52.47,grocery,JP,4552,0
247.09,streaming,JP,0232,0
242.32,utilities,DE,7317,0
71.81,pharmacy,US,2962,0
345.08,streaming,AU,2376,0
329.05,ride-share,FR,6765,0
96.7,ride-share,DE,2740,0
294.28,streaming,US,4331,0
48.17,coffee-shop,CA,7802,0
298.97,utilities,US,6390,0
59.77,ride-share,US,7353,0
127.64,utilities,DE,0672,0
213.45,streaming,AU,7074,0
261.52,streaming,US,4375,0
103.63,utilities,US,3961,0
236.31,coffee-shop,CA,2947,0
6.21,grocery,JP,0195,0
211.06,pharmacy,CA,3594,0
102.25,grocery,US,1506,0
2383.65,gift-cards,US,1965,1
242.66,ride-share,DE,9274,0
75.54,grocery,DE,4150,0
264.87,grocery,GB,4528,0
277.5,pharmacy,FR,5298,0
312.73,streaming,FR,6271,0
398.39,streaming,AU,4336,0
29.62,coffee-shop,GB,2923,0
45.16,utilities,FR,3578,0
44.29,ride-share,DE,1692,0
11655.9,utilities,AU,7305,1
6381.67,gift-cards,NK,0619,1
108.04,pharmacy,US,6411,0
207.12,ride-share,CA,6617,0
312.81,grocery,GB,0054,0
276.33,ride-share,US,8770,0
144.85,pharmacy,US,0904,0
383.61,grocery,US,5571,0
184.94,streaming,DE,2893,0
387.07,pharmacy,US,6391,0
252.99,streaming,CA,7175,0
57.7,coffee-shop,US,9714,0
156.73,utilities,DE,8186,0
334.03,ride-share,AU,0268,0
8198.24,grocery,DE,1936,1
262.23,utilities,CA,8791,0
232.58,grocery,US,2319,0
9.59,utilities,US,2138,0
16589.0,coffee-shop,DE,2796,1
27.46,grocery,US,9748,0
89.79,coffee-shop,CA,6586,0
390.39,utilities,GB,5268,0
317.65,grocery,GB,5496,0
280.56,ride-share,NK,6060,1
176.59,utilities,US,1637,0
253.61,ride-share,FR,0256,0
34.13,grocery,US,1460,0
238.3,streaming,CA,7798,0
84.05,pharmacy,US,7379,0
375.36,utilities,DE,9769,0
200.96,grocery,GB,4934,0
3.82,coffee-shop,US,8686,0
248.33,utilities,CA,7605,0
264.41,streaming,US,1846,0
274.73,ride-share,CA,2617,0
19.16,pharmacy,US,3433,0
135.05,ride-share,US,0859,0
72.0,grocery,CA,1901,0
1845.3,gift-cards,FR,5340,1
299.34,streaming,US,1804,0
41.03,pharmacy,CA,3276,0
89.82,ride-share,GB,0890,0
59.69,utilities,CA,6346,0
184.18,coffee-shop,GB,4418,0
52.63,pharmacy,GB,4597,0
340.96,ride-share,CA,5629,0
119.47,coffee-shop,FR,2784,0
222.0,coffee-shop,US,8548,0
398.27,utilities,CA,7581,0
292.55,pharmacy,JP,4060,0
232.63,utilities,AU,9399,0
168.27,grocery,US,7711,0
202.68,ride-share,GB,7852,0
279.27,grocery,CA,3940,0
301.73,pharmacy,DE,3571,0
119.72,pharmacy,AU,0260,0
123.32,pharmacy,CA,9345,0
11.72,ride-share,CA,2271,0
163.33,streaming,GB,0022,0
30.14,pharmacy,US,0535,0
301.65,pharmacy,AU,8887,0
84.44,pharmacy,US,5500,0
23.82,pharmacy,US,0844,0
147.51,utilities,US,6003,0
224.4,grocery,GB,3354,0
135.3,utilities,US,7839,0
301.41,pharmacy,US,3693,0
359.38,utilities,DE,4540,0
570.22,ride-share,NK,7703,1
271.97,utilities,JP,7405,0
320.36,pharmacy,FR,1075,0
353.82,grocery,US,2929,0
382.74,grocery,US,1835,0
199.54,coffee-shop,GB,0371,0
387.89,utilities,AU,7764,0
178.66,pharmacy,US,3097,0
2112.13,gift-cards,JP,5503,1
138.43,pharmacy,FR,7965,0
279.35,utilities,CA,4982,0
359.52,streaming,US,4259,0
150.02,streaming,FR,0775,0
115.18,coffee-shop,GB,2634,0
115.53,coffee-shop,JP,2514,0
48.53,streaming,GB,7223,0
75.43,utilities,DE,5192,0
60.88,ride-share,GB,2663,0
50.35,grocery,CA,8182,0
379.22,streaming,US,8948,0
133.85,pharmacy,US,4748,0
302.16,utilities,DE,9260,0
369.07,streaming,DE,7847,0
57.49,utilities,US,0406,0
336.67,ride-share,US,5347,0
1521.06,luxury-goods,AU,4553,1
35.27,ride-share,DE,1431,0
158.98,ride-share,US,9913,0
24.31,pharmacy,US,2423,0
172.2,ride-share,US,4663,0
124.62,ride-share,JP,1435,0
355.35,pharmacy,AU,7249,0
322.66,ride-share,DE,6786,0
235.7,grocery,US,4968,0
347.28,streaming,US,9677,0
37.2,ride-share,GB,4478,0
223.21,pharmacy,GB,2243,0
333.25,streaming,GB,0691,0
122.19,utilities,US,9163,0
91.36,grocery,US,4917,0
334.03,ride-share,US,4713,0
197.77,pharmacy,DE,0466,0
112.33,grocery,GB,5927,0
227.1,streaming,GB,7799,0
327.68,streaming,CA,9425,0
311.24,grocery,NK,5237,1
277.93,streaming,US,4467,0
255.23,streaming,US,4778,0
374.65,utilities,US,3002,0
240.31,coffee-shop,GB,5180,0
274.62,streaming,US,5939,0
232.86,coffee-shop,US,8489,0
311.97,ride-share,US,2671,0
63.51,coffee-shop,JP,9153,0
332.9,utilities,JP,9029,0
321.43,ride-share,CA,1251,0
54.23,grocery,CA,5104,0
57.33,ride-share,JP,9791,0
388.1,coffee-shop,DE,0471,0
49.2,coffee-shop,JP,2332,0
124.36,coffee-shop,US,1287,0
305.68,grocery,US,7934,0
18.92,grocery,US,8412,0
188.69,streaming,US,4942,0
302.31,grocery,AU,3365,0
81.61,pharmacy,US,1487,0
298.99,streaming,AU,5698,0
342.34,pharmacy,GB,8272,0
41.44,utilities,FR,8664,0
78.24,streaming,US,8800,0
16878.64,gift-cards,AU,7777,1
236.57,ride-share,DE,1758,0
143.22,ride-share,CA,8425,0
46.91,streaming,US,1807,0
199.33,streaming,DE,9128,0
34.73,ride-share,US,4646,0
295.0,pharmacy,AU,7273,0
164.1,ride-share,US,1140,0
321.37,pharmacy,US,0209,0
197.68,grocery,US,8563,0
35.83,coffee-shop,US,9675,0
297.09,coffee-shop,US,3261,0
238.79,ride-share,US,6958,0
112.85,pharmacy,FR,9726,0
316.22,pharmacy,AU,5834,0
242.06,ride-share,AU,8379,0
307.66,grocery,US,8017,0
252.09,coffee-shop,US,0865,0
200.26,grocery,AU,6269,0
132.13,streaming,GB,1578,0
265.11,utilities,FR,7635,0
265.51,ride-share,CA,8887,0
344.15,utilities,US,0517,0
352.29,grocery,US,5153,0
178.14,grocery,US,9120,0
312.19,pharmacy,US,7056,0
286.86,ride-share,FR,9320,0
264.71,pharmacy,GB,7697,0
342.03,utilities,US,4315,0
388.41,utilities,DE,4660,0
13.2,grocery,US,6003,0
297.34,grocery,FR,5591,0
172.4,streaming,CA,0924,0
100.55,pharmacy,US,1391,0
28.07,streaming,US,2781,0
133.08,pharmacy,IR,9306,1
169.63,grocery,DE,9633,0
616.39,ride-share,IR,9380,1
196.37,pharmacy,DE,5504,0
324.96,pharmacy,US,4907,0
175.52,ride-share,GB,1234,0
215.26,streaming,US,4871,0
162.01,coffee-shop,GB,1506,0
232.12,utilities,US,1102,0
213.36,ride-share,US,1256,0
122.14,streaming,CA,8846,0
166.9,streaming,GB,7425,0
219.93,grocery,GB,8457,0
231.58,coffee-shop,DE,7656,0
255.89,utilities,JP,7106,0
291.19,grocery,GB,5968,0
97.67,pharmacy,DE,4919,0
165.28,grocery,GB,6757,0
116.24,coffee-shop,US,9850,0
96.92,coffee-shop,US,4023,0
125.6,ride-share,GB,7145,0
362.45,coffee-shop,US,2235,0
1015.31,coffee-shop,NK,7960,1
24.02,grocery,US,4882,0
360.43,ride-share,JP,1479,0
336.24,coffee-shop,US,9354,0
373.31,utilities,DE,9509,0
372.76,streaming,CA,1478,0
50.67,streaming,US,9573,0
322.72,pharmacy,US,6928,0
44.51,coffee-shop,AU,7200,0
345.43,grocery,CA,6139,0
46.96,utilities,CA,4036,0
352.01,coffee-shop,US,6025,0
10.39,utilities,US,0895,0
315.94,coffee-shop,US,6302,0
383.48,streaming,AU,1999,0
96.08,ride-share,US,6438,0
367.33,streaming,US,3857,0
344.05,coffee-shop,AU,5196,0
307.16,ride-share,FR,4489,0
329.63,ride-share,CA,6765,0
134.42,ride-share,JP,1644,0
280.0,utilities,US,6895,0
325.74,pharmacy,US,0448,0
257.27,coffee-shop,GB,2229,0
1626.5,crypto-exchange,FR,1347,1
101.34,pharmacy,AU,2131,0
274.93,streaming,CA,2187,0
275.61,streaming,FR,3254,0
148.3,ride-share,JP,9345,0
379.35,utilities,DE,3747,0
389.7,coffee-shop,US,2764,0
13606.28,luxury-goods,NK,6028,1
227.76,grocery,DE,7129,0
371.46,pharmacy,CA,3677,0
77.84,streaming,US,8096,0
173.66,coffee-shop,GB,4636,0
77.37,coffee-shop,CA,2391,0
414.39,ride-share,NK,6056,1
259.6,grocery,US,2182,0
389.81,ride-share,DE,6283,0
294.97,streaming,US,9125,0
1402.11,ride-share,IR,9934,1
386.95,utilities,DE,0745,0
8840.12,crypto-exchange,IR,2166,1
224.71,utilities,US,2783,0
372.27,ride-share,US,5198,0
174.31,streaming,US,0723,0
200.69,streaming,FR,7046,0
351.02,utilities,JP,4321,0
175.44,coffee-shop,US,8049,0
62.2,pharmacy,GB,7208,0
278.23,luxury-goods,US,7704,1
282.97,ride-share,US,8108,0
1484.12,utilities,IR,7499,1
338.64,coffee-shop,US,1533,0
115.08,coffee-shop,FR,4469,0
265.93,coffee-shop,GB,0067,0
229.17,ride-share,AU,4033,0
271.41,streaming,US,1998,0
236.95,grocery,JP,2519,0
17291.19,gift-cards,IR,7439,1
109.19,pharmacy,US,0718,0
380.46,streaming,AU,9325,0
345.58,pharmacy,US,0909,0
219.77,utilities,US,6534,0
97.55,ride-share,US,3411,0
312.24,streaming,DE,2525,0
197.36,ride-share,DE,5080,0
242.2,streaming,DE,6020,0
196.87,ride-share,CA,9225,0
37.91,ride-share,FR,3053,0
171.55,grocery,CA,7594,0
259.75,pharmacy,US,8115,0
259.6,grocery,US,7165,0
8806.29,luxury-goods,IR,4073,1
119.6,grocery,GB,0738,0
205.24,ride-share,US,9313,0
143.47,utilities,US,8248,0
6872.84,luxury-goods,IR,0741,1
350.95,streaming,US,7454,0
181.08,streaming,US,3066,0
33.13,utilities,US,1742,0
9.13,ride-share,US,2813,0
185.14,ride-share,JP,9861,0
122.51,utilities,US,6471,0
36.88,coffee-shop,US,1833,0
279.02,coffee-shop,JP,3428,0
59.77,coffee-shop,CA,8824,0
121.77,ride-share,US,6912,0
2270.68,gift-cards,JP,7295,1
189.65,ride-share,GB,3298,0
332.12,ride-share,US,0129,0
339.36,ride-share,AU,8121,0
239.14,utilities,AU,0606,0
195.47,utilities,DE,7993,0
26.16,grocery,CA,5174,0
108.6,pharmacy,CA,7755,0
249.83,pharmacy,US,7147,0
1111.22,ride-share,IR,7178,1
89.44,pharmacy,US,9864,0
286.65,ride-share,US,4806,0
157.37,ride-share,JP,5902,0
320.3,coffee-shop,GB,4627,0
36.3,ride-share,US,3268,0
197.89,ride-share,AU,8089,0
85.35,grocery,AU,5878,0
144.1,coffee-shop,US,8248,0
8198.47,coffee-shop,FR,3714,1
91.19,streaming,AU,5820,0
308.5,utilities,US,2476,0
349.73,utilities,DE,0826,0
176.26,ride-share,AU,1817,0
313.1,utilities,FR,1669,0
18.7,grocery,US,1934,0
364.57,coffee-shop,DE,7233,0
200.36,grocery,US,5959,0
56.83,coffee-shop,CA,6811,0
4.62,ride-share,US,8274,0
107.87,pharmacy,FR,5908,0
99.69,utilities,CA,3738,0
172.67,ride-share,JP,8456,0
145.99,grocery,CA,0162,0
207.9,grocery,US,5157,0
309.4,ride-share,US,0607,0
257.3,utilities,US,8516,0
168.88,pharmacy,DE,4986,0
126.85,streaming,US,4583,0
244.94,coffee-shop,DE,7310,0
355.26,utilities,FR,7244,0
355.29,pharmacy,CA,3232,0
35.54,utilities,US,2064,0
217.23,coffee-shop,US,9040,0
137.6,pharmacy,US,0456,0
216.89,streaming,US,4979,0
394.81,grocery,DE,6110,0
203.98,grocery,US,2043,0
229.83,grocery,CA,3868,0
395.62,utilities,DE,8737,0
95.07,streaming,US,9384,0
286.31,utilities,DE,1724,0
233.78,streaming,CA,2401,0
331.72,grocery,US,6961,0
191.55,ride-share,US,8622,0
224.47,ride-share,JP,9573,0
170.52,ride-share,DE,8020,0
167.94,coffee-shop,US,2082,0
184.17,pharmacy,CA,8669,0
86.63,ride-share,US,2569,0
148.99,grocery,GB,6694,0
149.1,streaming,US,2511,0
123.36,streaming,US,7961,0
484.03,gift-cards,DE,0797,1
123.46,streaming,US,8008,0
175.94,grocery,IR,7883,1
227.17,streaming,FR,7786,0
333.81,coffee-shop,FR,8270,0
305.15,pharmacy,CA,5328,0
250.66,utilities,CA,3814,0
136.92,grocery,AU,7259,0
259.07,coffee-shop,DE,9371,0
309.09,streaming,GB,2028,0
35.89,utilities,GB,0866,0
209.66,ride-share,CA,0305,0
374.6,coffee-shop,AU,4504,0
99.62,pharmacy,JP,9495,0
323.15,utilities,US,9648,0
8231.36,streaming,DE,0394,1
128.32,streaming,US,1627,0
115.57,coffee-shop,US,1468,0
380.96,pharmacy,US,5329,0
285.89,streaming,US,5243,0
357.42,streaming,US,1981,0
1917.51,gift-cards,CA,8076,1
202.76,grocery,US,5215,0
164.02,ride-share,US,3829,0
9.41,utilities,AU,1663,0
222.77,coffee-shop,US,6664,0
338.82,utilities,US,2332,0
394.15,coffee-shop,GB,6942,0
222.95,grocery,US,7612,0
249.05,pharmacy,AU,0008,0
8372.85,crypto-exchange,IR,5757,1
86.68,utilities,US,2644,0
226.11,streaming,US,2014,0
290.58,streaming,JP,3454,0
383.05,streaming,JP,5613,0
391.9,pharmacy,CA,4029,0
130.01,coffee-shop,CA,9822,0
365.78,coffee-shop,DE,0033,0
3.7,grocery,DE,6769,0
279.2,ride-share,FR,8816,0
350.93,pharmacy,US,0507,0
326.79,ride-share,DE,5783,0
151.8,utilities,US,2903,0
325.12,grocery,US,6069,0
178.94,coffee-shop,FR,4606,0
284.26,coffee-shop,US,4967,0
90.02,ride-share,AU,0602,0
361.99,pharmacy,GB,0116,0
328.81,ride-share,US,4544,0
198.62,utilities,US,9268,0
241.98,coffee-shop,US,2101,0
52.72,utilities,JP,8570,0
111.18,pharmacy,US,8731,0
272.91,ride-share,US,6997,0
377.34,grocery,JP,5292,0
398.05,streaming,US,8491,0
145.87,grocery,JP,3678,0
12518.56,crypto-exchange,NK,6420,1
34.56,utilities,FR,3696,0
170.68,grocery,AU,3225,0
125.7,pharmacy,GB,0456,0
323.61,utilities,FR,5477,0
100.37,ride-share,US,5583,0
329.01,utilities,FR,1194,0
248.59,grocery,GB,9485,0
389.86,grocery,US,1065,0
26.68,ride-share,US,7075,0
11477.02,utilities,AU,6249,1
247.69,ride-share,US,9823,0
250.36,ride-share,US,7014,0
248.45,streaming,DE,0425,0
132.62,coffee-shop,US,0201,0
28.88,coffee-shop,AU,2064,0
104.0,ride-share,CA,7284,0
56.79,grocery,US,5106,0
206.22,pharmacy,FR,5098,0
217.38,coffee-shop,US,5057,0
117.84,grocery,CA,2369,0
9446.5,ride-share,CA,3297,1
137.94,pharmacy,CA,7657,0
133.8,utilities,GB,5499,0
168.64,coffee-shop,US,0691,0
368.14,pharmacy,US,3772,0
86.83,ride-share,DE,5431,0
151.61,ride-share,US,0110,0
31.35,grocery,GB,2333,0
79.37,utilities,AU,5896,0
6147.02,utilities,CA,3587,1
288.1,streaming,JP,4029,0
10.55,streaming,AU,0343,0
56.62,pharmacy,FR,1818,0
85.67,ride-share,US,6100,0
376.58,utilities,JP,1071,0
353.32,coffee-shop,FR,3140,0
278.35,streaming,GB,4006,0
305.71,utilities,US,8773,0
61.13,coffee-shop,US,4588,0
340.9,utilities,JP,3428,0
314.3,pharmacy,GB,2743,0
301.02,pharmacy,FR,6131,0
186.78,streaming,DE,8609,0
286.83,ride-share,CA,9522,0
368.63,utilities,DE,3394,0
82.79,coffee-shop,US,5013,0
152.08,coffee-shop,AU,6129,0
35.73,grocery,US,8500,0
234.42,ride-share,CA,5511,0
188.09,ride-share,US,8151,0
154.18,coffee-shop,CA,4351,0
144.92,grocery,US,8220,0
258.17,streaming,AU,1612,0
145.37,utilities,US,3221,0
101.51,pharmacy,FR,4496,0
242.41,coffee-shop,AU,8898,0
5.4,streaming,US,5679,0
162.72,ride-share,JP,0194,0
206.03,coffee-shop,JP,3728,0
300.16,ride-share,US,9617,0
303.53,pharmacy,FR,5581,0
